size,complexity,priordefects,churn,allchangescount,changeentropy,allauthors,minorauthors,majorauthors,authorownership,rushedreviews,changesnodisc,selfapprovedchanges,typicaldisclen,typicalreviewwindow,reviewissues,allreviews,allreviewers,typicalnumberofreviewers,chnagesnoexpertise,typicalreviewerexpertise,defects
628,0.2094339623,107,135,40,0.9077966701,5,0,5,0.4,0,3,2,0.0776315789,0,0,42,12,2,0,1.5,2
328,0.1948672912,3,10,7,0.8631205686,2,0,2,0.5,0,2,1,0,0,0,3,1,0,0,1,2
177,0.2257896564,3,18,9,0.7642045065,2,0,2,0.6666666667,0,1,2,0.0833333333,0,0,9,4,2,0,1.5,1
22,0,5,35,7,0,2,0,2,0.5,0,1,2,0.0857142857,0,0,6,2,2,0,2,0
1042,0.1355380744,57,97,8,1,1,0,1,1,0,1,0,0,0,2,45,15,2,0,1,2
139,0.1510791367,7,40,10,0,4,0,4,0.5,0,5,5,0.025,0,0,12,3,2,0,6,0
333,0.1744680851,26,640,16,0.9850568223,1,0,1,1,0,0,0,0.0272727273,0,4,18,5,3,0,1,0
183,0.1585365854,9,98,20,0.8586727111,5,0,5,0.375,0,5,5,0.12,0,0,21,6,2,0,1,1
2413,0.176056338,223,2638,97,0.9651441603,6,0,6,0.4736842105,0,3,7,0.0152838428,0,10,80,18,2,0,1,1
960,0.1027027027,8,246,20,0.9156703653,4,0,4,0.4285714286,0,3,5,0.0248756219,0,4,35,8,2,0,1,1
419,0.1581621101,35,750,12,0.4138168503,2,0,2,0.75,0,2,2,0.0023364486,0,5,12,10,0,0,2,1
400,0.1397485493,26,168,34,0.9464926315,4,0,4,0.25,0,1,4,0.2777777778,0,1,44,13,1,0,1,0
486,0.1244239631,29,1691,22,0.9643787017,3,0,3,0.4,0,1,3,0.0074626866,0,3,12,8,1,0,1,1
2878,0.1638418079,173,2413,166,0.8653198759,6,2,4,0.4090909091,0,5,7,0.0358649789,0,13,111,24,2,0,1,1
2990,0.095129108,56,1592,99,0.9313695858,1,0,1,1,0,0,0,0.060956044,0,2,23,4,2,0,1.5,0
2054,0.0529344074,44,2130,54,0.8234047398,4,0,4,0.6363636364,0,2,5,0.0022796353,0,17,88,8,2,0,1,1
2287,0.0594130279,108,514,54,0.9206198357,4,0,4,0.4285714286,0,0,3,0.05,32.7277777778,9,46,12,2,0,3,0
352,0.112745098,20,2808,96,0.9444158235,6,2,4,0.5,0,4,8,0.0131365809,0,5,87,11,2,3,5.5,1
113,0.0416666667,17,606,74,0.9283157688,4,0,4,0.4117647059,0,2,5,0.0268817204,0,9,111,8,2,2,5,0
1215,0.2247670807,26,5234,260,0.8939391106,9,5,4,0.4285714286,0,9,27,0.0085202294,0,54,418,13,2,3,4,3
44,0,4,220,10,0.9602297179,2,0,2,0.6666666667,0,1,0,0.0147058824,0,3,19,4,1,0,1,0
35,0.1678321678,4,171,6,0.9182958341,2,0,2,0.5,0,1,0,0.0108695652,0,1,7,3,1,0,1,0
344,0.1553012205,4,752,19,0.9494520154,2,0,2,0.8571428571,0,2,4,0.0035505766,0,0,19,3,1,0,3.5,0
20,0.05,1,64,4,0,1,0,1,1,0,0,0,0.03125,0,0,8,2,2,0,1,0
112,0.1864973262,5,854,24,0.9439592513,2,0,2,0.75,0,2,2,0.0078706266,0,1,18,7,2,0,2,0
148,0.1875,3,1364,21,0.8452340439,2,0,2,0.8333333333,0,2,2,0.0041322314,0,3,19,9,2,0,1,3
25,0,0,70,10,0,1,0,1,1,0,0,0,0.0357142857,0,0,13,6,2,0,2,1
70,0.1428571429,2,438,8,1,1,0,1,1,0,0,0,0.004873598,0,0,6,4,2,0,1,0
23,0.3043478261,1,12,4,0,1,0,1,1,0,0,0,0.0833333333,0,0,4,2,1,0,1,0
1599,0.0754629775,43,3461,167,0.8111322681,11,8,3,0.5,0,14,37,0.0109604355,0,42,204,14,1,11,6,8
28,0.0357142857,4,18,3,0,1,0,1,1,0,0,1,0.0555555556,0,3,9,2,1,0,2,0
279,0.1171548117,4,216,14,0.985228136,2,0,2,0.6666666667,0,1,1,0.1304544768,0,0,7,3,2,0,2,1
45,0.0444444444,3,30,6,0,1,0,1,1,0,0,0,0.2666666667,0,0,3,3,2,0,1,0
677,0.1195652174,37,5476,187,0.7458114386,12,6,6,0.3454545455,1,14,24,0.0015479876,0,11,190,23,1,11,2,2
766,0.1866666667,11,8888,110,0.881307254,5,0,5,0.5555555556,0,2,9,0.0030150754,0,10,136,9,4,3,4,2
36,0.2222222222,2,555,13,0,1,0,1,1,0,0,1,0.0108108108,0,5,17,5,3,0,3,0
37,0.137037037,4,778,35,0.985228136,2,0,2,0.7142857143,0,0,0,0.0106688608,0,2,42,7,2,0,4.5,0
453,0.1228365879,9,272,27,0.3809465857,4,0,4,0.375,0,1,4,0.0037313433,0,10,51,10,2,2,5.5,1
26,0.0384615385,3,121,15,0,2,0,2,0.75,0,0,1,0.0165289256,0,4,37,10,2,0,5,0
542,0.1219512195,5,5893,103,0.9521252078,6,3,3,0.5384615385,0,5,14,0.0035161744,0,12,122,11,2,1,2,2
24,0.0416666667,0,192,12,0,1,0,1,1,0,0,1,0.0104166667,0,0,13,5,2,0,2,1
164,0.1818181818,16,548,45,0.9448460881,7,0,7,0.5294117647,0,6,9,0.0476190476,0,1,66,10,1,0,4,0
234,0.1153846154,3,5716,48,1,2,0,2,0.6666666667,0,2,6,0.0041356493,0.5598704163,3,33,4,4,0,3,0
79,0.2278481013,3,88,10,0,2,0,2,0.5,1,1,1,0.0795454545,45.4270833333,1,10,7,1,0,3,1
15,0.0666666667,0,16,8,0,1,0,1,1,1,0,0,0.4375,249.8489583333,0,4,3,2,0,1,0
2681,0.0952380952,37,21686,515,0.9091272137,11,4,7,0.308411215,1,11,40,0.0054347826,2.4636076818,126,765,16,2,41,7,6
55,0.0729166667,11,479,55,0.9591541882,6,0,6,0.4615384615,0,1,4,0.0490727644,0,4,82,7,2,0,2.5,1
34,0.1527777778,3,10,6,0.9182958341,3,0,3,0.5,0,1,3,0.8125,0,0,7,3,2,0,2,0
3979,0.1245098039,178,4752,178,0.9254795842,19,14,5,0.1860465116,0,14,28,0.0065964292,0,16,130,96,1,1,1,4
169,0.1609090909,4,66,10,0.8609640474,2,0,2,0.5,0,1,2,0.0178571429,0,0,2,2,0,0,1,0
820,0.1709401709,35,222,22,0.9833753865,5,0,5,0.4444444444,0,3,6,0.0444444444,0,9,23,13,1,0,1,2
818,0.199777716,11,608,42,0.9197848754,3,0,3,0.7777777778,0,1,1,0.2304029304,373.7792857143,14,119,11,3,0,1,0
574,0.012195122,1,145,5,0,1,0,1,1,0,0,0,0.0068965517,0,0,0,0,0,0,1,0
7,0,2,3,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0
709,0.2905500705,10,24,4,0,1,0,1,1,0,0,1,0.0416666667,0,0,0,0,0,0,1,0
209,0,14,779,31,0,5,0,5,0.3333333333,0,1,2,0.0064184852,10.164559264,4,34,10,2,2,8,0
559,0.2534497325,15,2936,264,0.9866599587,1,0,1,1,0,0,0,0.0785383598,0,3,79,7,2,0,1,3
96,0.1212121212,5,97,2,1,1,0,1,1,0,1,2,0,0,3,13,3,2,0,1,0
190,0.165811381,9,22,5,0.7219280949,2,0,2,0.5,0,1,2,0.0625,0,0,1,2,0,0,1,0
523,0.3277326571,2,44,8,1,1,0,1,1,0,0,2,0.0491071429,0,0,0,0,0,0,1,0
51,0.4073170732,4,151,16,1,2,0,2,0.5,0,1,2,0.0288277969,0,2,12,3,2,0,3,0
1042,0.1707317073,14,1227,32,0.9877844401,2,0,2,0.8888888889,0,2,5,0,0,1,14,3,1,0,2,2
87,0.125,2,262,33,0.9349515364,1,0,1,1,0,1,1,0.0606060606,0,1,23,4,2,0,1,0
1397,0.1943042538,39,1641,57,0.9155073098,8,0,8,0.1875,0,5,9,0.0105248918,0,3,44,26,1,0,1,1
262,0.2022900763,5,12,4,0,1,0,1,1,0,0,1,0.0833333333,0,0,2,2,2,0,1,0
1035,0.1880674449,30,451,18,0.7534397399,3,0,3,0.3333333333,0,1,1,0.006006006,0,3,11,3,1,0,1,0
317,0.1578947368,27,621,14,0.9952325573,2,0,2,0.6666666667,0,0,1,0.0105263158,0,1,7,4,2,0,1,0
221,0.1407355021,2,470,21,0.9976183203,1,0,1,1,0,0,0,0.0846313173,0,3,13,3,1,0,1,0
129,0.0886075949,3,11,7,0.914100892,2,0,2,0.6666666667,0,1,1,0.3333333333,0,0,9,7,1,0,1,1
271,0.2197230593,12,110,20,0.8112781245,1,0,1,1,1,0,0,0.195,471.3038888889,0,10,8,1,0,1,0
18,0.1111111111,7,102,6,0,1,0,1,1,0,0,0,0.0882352941,0,0,4,3,2,0,1,0
2879,0.0617858654,63,2257,221,0.9141141944,11,4,7,0.25,2,2,5,0.0655637255,0,4,153,16,1,1,1,6
1017,0.0921052632,36,1966,147,0.8657374208,5,0,5,0.4,0,0,1,0.0238095238,0,7,53,15,2,0,1,2
1305,0.1520737327,4,41982,197,0.9534605364,2,0,2,0.8571428571,0,1,3,0.0004065041,1.1120343257,29,80,8,2,0,4,2
6175,0.0861486486,147,62500,564,0.9174954565,13,8,5,0.2535211268,3,9,25,0.0124113475,1.7637806323,81,668,23,1,14,1,16
2131,0.1064030132,24,6030,330,0.8895947636,7,1,6,0.4571428571,0,14,36,0.0210117419,1.36400895,24,285,12,1,1,3.5,3
5036,0.1610810811,322,22903,843,0.9266772885,25,17,8,0.1157894737,2,6,45,0.0622577519,0,20,833,27,2,12,1,15
4272,0.1140661939,69,9424,160,0.9158244754,12,6,6,0.2083333333,2,4,8,0.0113176412,0,9,97,14,1,1,1,5
147,0.1428571429,2,12,2,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0
277,0.1335740072,7,1,1,0,1,0,1,1,0,1,1,0,0,0,4,2,1,0,1,2
219,0.0776255708,3,2,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0
323,0.0340557276,2,11,2,0,2,0,2,0.5,0,2,2,0,0,0,2,0,0,0,2,0
549,0.1265822785,153,1250,62,0.6709380178,7,0,7,0.3571428571,0,4,6,0.0142857143,0,2,81,147,2,0,2,3
7851,0.1561867213,1076,24592,939,0.7812753304,59,58,1,0.0708661417,1,34,45,0.0161857057,0,110,911,288,2,13,1,21
2487,0.1193801871,103,8754,279,0.8166291949,16,10,6,0.3823529412,0,7,15,0.0360507246,0,26,252,54,2,0,1,12
134,0.1197916667,1,5,2,1,1,0,1,1,0,0,2,1.25,0,0,8,2,2,0,1,0
80,0.15,2,120,21,0,3,0,3,0.3333333333,0,1,1,0.0291666667,0,0,10,4,2,0,3,0
1355,0.0749385749,30,14,7,0.985228136,2,0,2,0.6666666667,0,2,3,0,0,1,15,4,2,0,1.5,0
135,0.1703703704,23,36,9,0,2,0,2,0.5,0,0,0,0.0694444444,0,0,6,9,2,0,3,0
850,0.085694743,1,736,19,0.8997437587,3,0,3,0.4,0,3,3,0.0007462687,0,3,19,6,2,1,3,0
2235,0.1558441558,56,382,83,0.8869252575,9,6,3,0.380952381,0,5,17,0,0,0,87,25,1,0,1,5
294,0.0986394558,4,21,3,0,1,0,1,1,0,1,0,0,0,0,5,9,1,0,1,3
5668,0.0833958021,226,6174,89,0.8697490551,8,2,6,0.2916666667,1,10,16,0,0,9,159,21,1,1,1.5,6
1018,0.1144180998,93,1022,20,0.8407481648,3,0,3,0.5,0,3,1,0,0,1,22,12,0,0,1,6
690,0.1458333333,24,1796,83,0.9158324925,6,0,6,0.3076923077,0,4,5,0.0020920502,0,10,62,18,2,0,2.5,0
397,0.0947368421,10,165,22,0.5211309156,2,0,2,0.8333333333,0,2,5,0,0,2,30,10,5,0,1,0
2010,0.0941474311,32,471,28,0.6767020547,2,0,2,0.6,1,1,1,0.1382211538,96.0262632979,1,22,7,1,0,1,1
2168,0.1881673849,202,125,44,0.8445139313,10,0,10,0.1333333333,1,4,8,0.1417748918,0,5,78,55,1,0,1,1
1125,0.12,39,3923,44,0.5059046551,7,0,7,0.3333333333,0,6,9,0.0303030303,0,8,68,25,1,0,1,2
2413,0.1641791045,49,7571,150,0.9254256697,9,5,4,0.4347826087,1,5,9,0.0215827338,0,5,113,12,1,0,1,2
978,0.1460384833,17,186,30,0.8909685318,7,0,7,0.2307692308,0,6,10,0.0367324561,0,0,32,13,2,0,3.5,0
96,0.2083333333,13,18,3,0,1,0,1,1,0,1,0,0,0,0,2,18,1,0,1,1
970,0.1214589791,36,248,9,0.7642045065,2,0,2,0.6666666667,0,0,1,0.0874655647,0,0,32,4,1,0,1.5,0
759,0.1242698564,30,218,23,0.6180931416,3,0,3,0.5,0,1,2,0.0083333333,0,0,25,18,2,0,1,0
523,0.1491395793,59,9,1,0,1,0,1,1,0,1,1,0,0,0,2,2,1,0,1,1
46,0.2173913043,2,27,9,0,1,0,1,1,1,0,0,0.2592592593,148.0586419753,0,9,4,4,0,1,0
2322,0.1340206186,69,620,85,0.8451038612,16,12,4,0.2307692308,1,8,15,0.0714285714,0,0,71,44,1,1,2,3
2567,0.1401883071,104,5168,167,0.9197680632,5,0,5,0.4210526316,0,8,11,0.0069047619,0,20,182,18,2,5,1.5,0
105,0.1904761905,9,39,7,0,2,0,2,0.8,0,5,4,0,0,0,26,7,2,0,5,3
322,0.1585497835,9,97,17,0.3227569589,3,0,3,0.3333333333,0,0,1,0.1411290323,0,2,10,12,1,2,2.5,0
951,0.0168910649,13,517,42,0.9390207762,3,0,3,0.8333333333,0,3,12,0.0305099312,0,3,145,13,1,0,2,2
1964,0.0867924528,17,3480,159,0.8449552007,4,1,3,0.652173913,0,3,8,0.0211726384,0,8,175,10,1,3,3,2
2598,0.0952380952,13,2149,91,0.9617335334,2,1,1,0.972972973,0,3,8,0,0,7,138,8,1,0,1,1
232,0.1052631579,5,3415,141,0.9127259002,2,0,2,0.75,0,0,0,0.0135135135,0,5,98,7,3,2,2,1
468,0.2351161429,17,19,5,0.9709505945,2,0,2,0.5,0,1,0,0.375,0,0,12,8,2,0,1,1
318,0.2140013271,2,4,2,1,1,0,1,1,0,1,2,0,0,0,2,0,0,0,1,0
2700,0.1037593389,133,1550,48,0.9220060606,5,0,5,0.4,0,3,6,0.0166666667,0,48,216,20,2,0,2,5
22,0,11,4,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0
6456,0.1308900524,420,19523,485,0.8833734343,24,18,6,0.2054794521,1,12,36,0.0045420136,0,54,388,80,1,6,1,11
29,0.2068965517,1,108,16,0,3,0,3,0.5,0,4,3,0.0231481481,2.1510802469,0,16,8,1,0,6,0
57,0.1929824561,6,2,1,0,1,0,1,1,0,0,1,0.5,0,0,1,1,1,0,1,1
760,0.0723790323,0,11128,164,0.9488134161,2,0,2,0.5238095238,0,3,1,0.0049294813,0,5,101,5,2,2,1,0
39,0.0256410256,2,4,1,0,1,0,1,1,0,1,1,0,0,0,3,8,2,0,1,0
731,0.1198501873,8,723,77,0.9042125739,4,2,2,0.6666666667,1,3,11,0.0952380952,0,5,121,14,2,0,2,1
42,0.1041666667,2,78,2,1,1,0,1,1,0,1,2,0,0,0,2,0,0,0,1,0
37,0.1538461538,7,28,6,0.9182958341,2,0,2,0.6666666667,0,1,0,0.0416666667,0,1,20,11,2,0,1.5,1
283,0.0424028269,4,10,1,0,1,0,1,1,0,1,1,0,0,0,5,14,2,0,1,1
101,0.2079207921,33,183,48,0,3,0,3,0.6,0,0,1,0.0546448087,0,0,19,9,2,0,5,0
2269,0.1720720721,94,48,14,0.9821410328,2,0,2,0.6,0,2,2,0.75,0,2,31,5,1,0,1,2
469,0.1748400853,4,2,1,0,1,0,1,1,0,1,1,0,0,1,3,2,2,0,1,0
2566,0.1370473789,23,11698,159,0.8493376961,10,3,7,0.3947368421,1,7,13,0.0035282634,0,30,177,29,2,0,1,3
644,0.1612903226,20,2918,58,0.9547222744,5,0,5,0.75,1,6,9,0.0052083333,0.0127567694,18,70,16,2,1,1,3
94,0.2628647215,6,8,4,1,2,0,2,0.6666666667,0,2,1,0.375,0,0,5,12,2,0,1.5,0
13,0,2,49,7,0,1,0,1,1,0,0,0,0.0816326531,0,0,6,2,2,0,1,0
2092,0.0747663551,51,3406,217,0.9628730366,6,2,4,0.6046511628,1,6,22,0.0122494432,0.3855747126,2,244,14,2,0,5,3
150,0.22,24,16,4,0,1,0,1,1,0,0,0,0.1875,0,0,7,3,2,0,1,0
58,0,5,8,2,0,1,0,1,1,0,1,1,0,0,0,1,20,0,0,1,0
352,0.1874120956,2,4,2,1,1,0,1,1,0,1,2,0,0,0,2,0,0,0,1,0
1083,0.1023255814,17,4956,72,0.9532219674,4,2,2,0.84,0,5,3,0.0065217391,0,13,76,3,2,0,2,0
1002,0.1643835616,39,2607,161,0.7763950682,7,1,6,0.44,0,4,15,0.0233766234,0,12,163,33,2,2,2,0
292,0.1862145636,15,4,2,1,1,0,1,1,0,1,2,0,0,0,13,3,2,0,1,0
131,0.0641025641,8,255,25,0.6343095546,3,0,3,0.5,0,1,2,0.4023199023,1.842022792,0,34,16,2,1,2.5,0
2297,0.0432098765,78,4085,241,0.9363939012,10,6,4,0.3720930233,0,6,10,0.0877192982,0,13,244,33,3,0,2,3
987,0.137254902,41,79,11,0.9922150607,2,0,2,0.6666666667,0,1,3,0.0769230769,0,0,12,10,2,0,1,0
797,0.1111779811,31,2630,81,0.87694688,3,0,3,0.6470588235,0,2,10,0.0054290458,0,9,77,14,1,0,2.5,1
131,0.0955242967,5,158,19,0.9980008839,1,0,1,1,0,0,2,0.0331439394,0,2,7,2,2,0,1.5,0
450,0.1466666667,5,54,3,0,2,0,2,0.5,0,2,2,0,0,0,3,0,0,0,2,0
745,0.1568134512,4,1214,25,0.9709505945,3,0,3,0.7142857143,0,3,3,0.0143724479,0,1,19,5,2,0,3.5,1
15,0.0714285714,0,43,2,1,1,0,1,1,0,1,2,0,0,0,0,5,0,0,1,0
60,0.125,2,41,6,0.9182958341,1,0,1,1,0,0,0,0.2277777778,140.2218981481,2,6,1,1,0,1,0
5839,0.0986309257,217,2019,144,0.8423802209,10,0,10,0.3333333333,0,4,10,0.0246650889,0,3,62,30,1,1,1,3
23379,0.1178947368,1116,43611,1643,0.906839265,49,44,5,0.1428571429,1,50,157,0.0182798778,0,204,1573,162,2,6,2,31
300,0.1201309329,5,20,10,1,2,0,2,0.5,0,1,2,0.05,0,0,6,4,1,0,1,1
90,0.1,9,765,133,0.9980008839,8,0,8,0.2222222222,1,4,8,0.0070905049,1.8494054701,3,103,18,2,19,17.5,3
177,0.2399159664,11,300,10,1,2,0,2,0.5,0,1,1,0.0034482759,0,0,5,3,1,0,1,2
301,0.1328903654,10,18,7,0,2,0,2,0.5,0,1,2,0.1111111111,0,0,9,4,1,0,2,0
333,0.0935251799,8,67,18,0.9435794407,4,0,4,0.6666666667,0,3,5,0.1,0,0,17,4,2,0,4,0
142,0.1197183099,10,12,6,0,1,0,1,1,0,1,1,0,0,0,6,2,2,0,1,0
19,0.0526315789,2,9,3,0,1,0,1,1,0,1,0,0,335.4111111111,0,2,1,1,0,1,0
759,0.1369834711,13,1362,15,0.9182958341,4,0,4,0.625,0,8,7,0,0,1,14,4,0,0,4,0
517,0.083238266,1,44,7,0.9211854966,1,0,1,1,0,2,5,0,0,15,65,7,2,0,1,0
552,0.0714285714,17,120,43,0.9432761298,2,0,2,0.9,1,4,8,0.0394736842,1.624122807,0,14,10,2,0,4,1
1347,0.0416666667,18,5596,124,0.8993000584,5,0,5,0.3043478261,0,5,9,0.0073099415,0,18,113,9,2,3,2,1
1084,0.0500338736,23,888,69,0.992563136,3,0,3,0.5,0,3,8,0.0073588314,0,0,32,8,1,0,6,0
207,0.154589372,10,2,2,0,1,0,1,1,0,1,1,0,0,0,12,5,5,0,1,1
1060,0.1632075472,64,58,17,0,3,0,3,0.3333333333,0,2,2,0.0344827586,0,0,21,8,1,0,3,0
355,0.1076923077,20,143,13,0.8420887816,4,0,4,0.4,0,2,3,0.027027027,0,0,13,4,2,0,1,1
1106,0.1291609391,4,6186,124,0.8018167196,7,2,5,0.5,0,10,19,0.0002470966,0,10,115,13,2,6,4,0
527,0.1041444275,4,791,23,0.2580186687,3,0,3,0.3333333333,0,1,1,0.0038119441,3.7288013554,4,25,10,2,0,1.5,0
381,0.1128608924,10,11,3,0,1,0,1,1,0,1,0,0,274.4272727273,0,2,1,1,0,1,0
489,0.1451612903,25,59,17,0.9967828263,3,0,3,0.4,0,3,3,0,0,2,23,7,1,0,2,0
10,0.3,3,17,4,0,2,0,2,0.5,0,2,1,0,0,0,3,2,1,0,2,0
1342,0.1329787234,46,2909,42,0.9360602113,1,0,1,1,0,0,0,0.0357142857,0,3,60,7,3,0,1,0
648,0.1682098765,3,6,1,0,1,0,1,1,0,1,1,0,0,1,16,6,2,0,1,1
192,0.1197916667,5,18,3,0,2,0,2,0.5,0,2,1,0,0,0,3,1,1,0,2,0
429,0.1481481481,9,902,52,0.9898419156,3,0,3,0.6666666667,0,2,3,0.0156794425,0,1,64,7,2,0,3,2
2433,0.1583298858,84,140,15,0.7773048806,6,0,6,0.2857142857,0,4,5,0.0394736842,0,2,22,7,2,0,1.5,3
284,0.1219732773,9,9,3,0.9182958341,2,0,2,0.6666666667,0,1,3,0.0833333333,0,0,2,0,0,0,1.5,0
279,0.0879480519,7,239,22,0.2667649878,2,0,2,0.5,0,1,1,0.0221238938,1.9072271386,0,15,11,4,0,1,0
88,0.0909090909,2,5,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0
237,0.1054852321,3,1480,18,0,3,0,3,0.5,0,3,3,0.0027027027,0,4,9,2,2,0,5,0
256,0.14453125,16,35,7,0,1,0,1,1,0,0,1,0.1142857143,0,0,6,2,2,0,1,0
439,0.085106383,17,4010,58,0.9248483706,2,0,2,0.8,0,1,1,0.0058381985,0,1,9,1,1,0,1,1
9,0.1111111111,2,10,5,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0
2031,0.1265783846,16,20334,276,0.9820240847,2,0,2,0.9375,0,2,2,0.0058826795,0,10,110,8,2,0,1,0
27,0.037037037,7,4,1,0,1,0,1,1,0,1,1,0,0,0,4,1,1,0,1,0
559,0.1636363636,12,202,21,0.914100892,2,0,2,0.8,0,0,0,0.0222222222,0,1,9,4,1,0,2,0
121,0.173553719,9,10,5,0,1,0,1,1,0,1,1,0,0,1,7,3,1,0,1,2
507,0.1318681319,44,55,12,0.8359889967,3,0,3,0.5,0,2,3,0,0,0,11,7,1,0,1,1
206,0.213592233,4,64,7,0,1,0,1,1,0,0,0,0.03125,0,0,7,6,2,0,1,0
275,0.0909090909,11,16,8,0,1,0,1,1,0,0,1,0.09375,0,1,13,10,1,0,2,1
61,0.0819672131,5,19,6,0,2,0,2,0.5,0,2,2,0,0,0,15,10,2,0,2,0
63,0.0952380952,6,29,9,0,3,0,3,0.3333333333,0,3,2,0,104.0931034483,0,11,7,1,0,4,0
84,0.1296296296,10,691,18,0.9182958341,2,0,2,0.6666666667,0,2,2,0.0037202381,0,0,17,7,2,0,1.5,0
199,0.0754716981,20,26,7,0.7248340915,3,0,3,0.5,0,4,5,0,0,0,11,4,3,0,1,0
422,0.1178376448,42,2472,22,0.893155916,1,0,1,1,0,1,0,0,0,1,8,3,1,0,1,2
39,0.1794871795,4,58,6,0,1,0,1,1,0,2,2,0,0,0,2,3,0,0,2,0
37,0.0810810811,3,94,20,0,3,0,3,0.3333333333,0,2,1,0.0319148936,32.1138297872,0,8,3,2,0,3,0
13,0,1,24,12,0,1,0,1,1,0,0,0,0.125,0,0,5,3,3,0,1,0
561,0.1375,49,56,16,0.975530772,4,0,4,0.4,0,2,3,0.15,0,0,42,8,5,0,1,0
269,0.1612903226,19,70,16,0.9497012164,3,0,3,0.6,0,1,0,0.1111111111,0,0,10,5,2,0,2,1
29,0.1379310345,5,2,1,0,1,0,1,1,0,0,1,0.5,0,0,0,0,0,0,1,0
320,0.035380117,21,4656,71,0.9940250898,4,0,4,0.6666666667,0,1,8,0.0028979628,0,5,47,7,2,0,3,0
165,0.2228311932,1,3237,18,1,1,0,1,1,0,1,2,0.0006885183,0,1,10,4,2,0,2,0
354,0.1751412429,7,6,3,0,1,0,1,1,0,0,0,0.3333333333,0,0,0,0,0,0,1,1
467,0.0906703209,4,36,6,1,2,0,2,0.5,0,1,0,0.1666666667,50.3116666667,0,2,1,0,0,1,1
28,0.0357142857,4,40,10,0,1,0,1,1,0,0,1,0.2,0,0,5,2,2,0,1,0
142,0.1428571429,5,64,24,1,1,0,1,1,0,1,0,0,0,0,6,1,1,0,1,0
1942,0.0689655172,48,2356,92,0.8042231797,5,1,4,0.5925925926,0,4,25,0,0,5,61,10,1,0,1,2
1400,0.1354166667,110,5154,63,0.8971293799,5,0,5,0.3333333333,0,3,4,0.0048439182,0,3,73,22,2,0,3,2
56,0.130952381,2,424,8,1,1,0,1,1,0,0,2,0.0311398355,0,0,4,2,2,0,1,0
29,0.0882352941,2,113,10,1,1,0,1,1,0,0,0,0.1072106262,18.794618385,2,22,11,2,0,1,0
44,0.1071428571,3,776,22,1,1,0,1,1,0,1,2,0.0026565335,0,1,8,14,1,0,2,0
33,0.1111111111,4,429,14,1,1,0,1,1,0,1,2,0.0097633136,0,1,10,3,2,0,2,2
