size,complexity,priordefects,churn,allchangescount,changeentropy,allauthors,minorauthors,majorauthors,authorownership,rushedreviews,changesnodisc,selfapprovedchanges,typicaldisclen,typicalreviewwindow,reviewissues,allreviews,allreviewers,typicalnumberofreviewers,chnagesnoexpertise,typicalreviewerexpertise,defects
2219,428,4,256,10,0,5,0,5,0.4,6,0,0,0.5,0.5,0,0,0,0,0,22,2
374,24,3,50,2,0,3,0,3,0.5,1,1,0,1,2,1,3,3,0,0,0,1
2322,478,3,337,11,0,5,0,5,0.3636363636,5,2,0,0.5,2,0,0,0,0,0,19,3
126,13,0,532,27,1,5,0,5,0.4444444444,6,0,3,1,1,14,164,14,0,0,13,0
1264,297,2,296,9,0,6,0,6,0.4444444444,6,0,0,0.5,0.5,0,0,0,0,0,14,4
568,15,28,756,84,1,3,0,3,0.5,3,0,0,1,1,16,246,18,0,0,10,0
181,32,0,137,9,0,3,0,3,0.6666666667,5,1,0,0.5,0.5,6,15,5,0,0,0,1
462,30,2,154,4,0,2,0,2,0.75,1,2,0,1,2,2,5,3,0,0,4,0
727,79,2,624,17,0.9963890537,3,1,2,0.4705882353,4,1,0,1,1,8,109,10,0,0,11,0
3522,200,0,73,5,0.4138646884,1,0,1,1,0,1,5,0,0,2,4,1,0,0,0,0
18,1,0,226,6,0,2,0,2,0.6666666667,4,0,0,1,1,7,33,8,0,0,11,0
13865,327,105,4032,122,0.883483366,25,22,3,0.4180327869,13,11,0,1,0,36,380,24,0,0,0,6
0,0,0,5,1,0,2,0,2,0,0,1,1,0.5,0,0,0,0,0,0,0,0
2277,167,0,358,9,0.7601875334,1,0,1,1,0,1,9,0,0,0,0,0,0,0,0,0
648,51,0,76,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
766,115,0,25,2,0.3154648768,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0
0,0,0,169,2,1,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0
93,17,0,2,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
96,8,0,57,2,1,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0
471,95,2,239,8,0,4,0,4,0.5,5,0,0,0.5,0.5,0,0,0,0,0,15,1
661,147,7,241,8,0,6,0,6,0.5,6,0,0,0.5,0.5,0,0,0,0,0,19,2
608,131,1,242,9,0,3,0,3,0.5555555556,6,0,0,0.5,0.5,0,0,0,0,0,17,1
0,0,0,2,1,0,2,0,2,1,0,0,1,1,0,1,1,1,0,0,0,0
85,9,0,114,6,0,2,0,2,0.6666666667,5,0,0,1,1,6,36,7,0,0,13,0
651,42,0,2015,49,0.8901381439,6,4,2,0.6734693878,3,9,33,1,1,15,74,10,0,0,0,4
362,22,2,150,11,0.9922150607,7,2,5,0.2727272727,3,0,0,1,1,8,62,11,0,0,0,1
1319,117,4,335,9,0,4,0,4,0.5555555556,4,2,0,1,1,1,3,3,0,0,17,0
69,7,0,50,1,0,1,0,1,1,0,0,0,1,0,1,2,2,0,0,0,0
1412,172,0,309,6,0.6199062333,1,0,1,1,0,1,6,0,0,0,0,0,0,0,0,0
593,66,0,30,2,0.3562071871,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0
20,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
1838,120,2,691,10,0.3010299957,4,0,4,0.4,2,2,0,0,0,0,0,0,0,0,0,0
229,0,0,1,1,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
841,82,4,412,12,1,4,0,4,0.5,4,1,0,1,1,1,6,3,0,0,11,0
1408,131,8,109,3,0.9182958341,3,0,3,0.6666666667,2,0,0,1,1.5,1,10,3,0,0,1,0
182,21,2,50,1,0,2,0,2,1,1,0,0,1,46,2,4,3,0,0,0,0
2855,187,0,60,2,0.2789429457,2,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0
459,77,0,113,4,0.4796249331,1,0,1,1,0,1,4,0,0,0,0,0,0,0,0,0
22,3,0,12,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,6,0
152,25,0,204,6,1,2,0,2,0.6666666667,1,1,0,1,1,4,12,6,0,0,7,0
427,15,20,540,60,1,3,0,3,0.5,3,0,0,1,1,16,196,18,0,0,10,0
18,2,0,96,4,1,2,0,2,0.5,1,1,0,1,1,0,0,0,0,0,0,0
5,2,0,50,2,0,2,0,2,0.5,1,0,0,1,1,0,0,0,0,0,0,0
6,1,0,41,1,0,2,0,2,1,0,1,0,1,20,0,0,0,0,0,0,0
20,2,0,96,4,1,2,0,2,0.5,1,1,0,1,1,0,0,0,0,0,0,0
25,2,0,96,4,1,2,0,2,0.5,1,1,0,1,1,0,0,0,0,0,0,0
11,1,0,105,2,1,1,0,1,1,0,0,0,1,34,0,0,0,0,0,0,0
19,1,0,6213,129,1,3,1,2,0.5813953488,3,20,0,1,1,0,0,0,0,0,59,0
4,1,0,51,1,0,1,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0
11,2,0,60,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0
4,1,0,48,2,0,2,0,2,0.5,1,1,0,1,1,0,0,0,0,0,0,0
10,1,0,109,4,0,2,0,2,0.75,1,2,0,1,1,0,0,0,0,0,2,0
18,2,0,96,4,1,2,0,2,0.5,1,1,0,1,1,0,0,0,0,0,0,0
10,1,0,106,2,0,2,0,2,0.5,1,0,0,1,1,0,0,0,0,0,0,0
11,1,0,48,2,0,2,0,2,0.5,0,0,0,1,15,0,0,0,0,0,0,0
3,0,0,48,2,0,2,0,2,0.5,0,0,0,1,15,0,0,0,0,0,0,0
20,1,0,96,4,1,2,0,2,0.5,1,1,0,1,1,0,0,0,0,0,0,0
892,161,0,17,1,0,2,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0
0,0,0,31,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
226,59,0,2,1,0,2,0,2,0,0,1,1,0.5,0,0,0,0,0,0,0,0
2179,156,0,11,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
19,2,0,98,4,1,2,0,2,0.5,1,1,0,1,1,0,0,0,0,0,0,0
18,2,0,96,4,1,2,0,2,0.5,1,1,0,1,1,0,0,0,0,0,0,0
106,8,10,270,30,1,3,0,3,0.5,3,0,0,1,1,9,187,11,0,0,10,0
690,57,11,1189,25,0.9492473192,4,0,4,0.6,2,1,0,1,1,7,54,9,0,0,0,0
989,258,1,546,14,0.985228136,5,1,4,0.5714285714,4,1,0,1,4.5,8,66,10,0,0,0,0
61,10,1,50,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,6,0
423,86,1,64,2,0,4,0,4,0.5,2,0,0,1,4,0,0,0,0,0,3,0
2320,201,2,91,6,0,6,0,6,0.1666666667,2,4,1,0.5,1,0,0,0,0,0,3,0
32,2,1,50,1,0,2,0,2,1,1,0,0,1,1,0,0,0,0,0,2,0
308,32,2,50,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0
42,6,1,50,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0
219,21,3,140,5,0,5,0,5,0.2,1,2,1,0.5,0.5,0,0,0,0,0,5,1
575,49,0,382,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,7,0
1471,92,1,219,6,0.9182958341,2,0,2,0.3333333333,1,3,0,1,1,0,0,0,0,0,4,2
11,1,0,50,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0
20,2,1,50,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0
7,1,0,50,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
11,1,0,156,5,0,3,0,3,0.4,4,0,0,1,1,0,0,0,0,0,9,0
1087,98,0,112,4,0,4,0,4,0.25,3,0,0,1,4,0,0,0,0,0,6,0
219,54,4,790,25,0.9602297179,3,0,3,0.4,4,0,0,1,1,0,0,0,0,0,6,0
7,1,0,50,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
202,27,3,113,4,0,5,0,5,0.25,1,2,0,1,1,0,0,0,0,0,4,1
16,2,0,62,2,0,2,0,2,0.5,1,1,0,1,1,0,0,0,0,0,0,0
126,16,1,50,1,0,2,0,2,1,2,0,0,1,1,0,0,0,0,0,0,0
0,0,0,48,11,0.8004371065,2,0,2,0,0,1,11,1,0,0,0,0,0,0,0,0
229,11,1,226,6,0,2,0,2,0.6666666667,5,0,0,1,1,1,3,3,0,0,15,0
198,39,0,52,2,0,2,0,2,0.5,0,0,0,1,0,0,0,0,0,0,0,0
207,17,0,280,5,0,4,0,4,0.8,3,0,0,1,2,0,0,0,0,0,6,0
0,0,0,380,10,1,2,0,2,0.6,4,0,0,1,1,0,0,0,0,0,11,0
5,0,0,380,10,1,2,0,2,0.6,4,0,0,1,1,0,0,0,0,0,11,0
79,17,0,226,6,0,2,0,2,0.6666666667,4,0,0,1,1,0,0,0,0,0,11,0
97,21,0,226,6,0,2,0,2,0.6666666667,4,0,0,1,1,0,0,0,0,0,11,0
24,1,0,226,6,0,2,0,2,0.6666666667,4,0,0,1,1,0,0,0,0,0,11,0
18,1,0,226,6,0,2,0,2,0.6666666667,4,0,0,1,1,0,0,0,0,0,11,0
10,0,0,452,12,1,2,0,2,0.6666666667,4,0,0,1,1,0,0,0,0,0,11,0
