size,complexity,priordefects,churn,allchangescount,changeentropy,allauthors,minorauthors,majorauthors,authorownership,rushedreviews,changesnodisc,selfapprovedchanges,typicaldisclen,typicalreviewwindow,reviewissues,allreviews,allreviewers,typicalnumberofreviewers,chnagesnoexpertise,typicalreviewerexpertise,defects
765,32,0,103,34,0.9943311616,3,0,3,1,1,1,0,1,15,3,113,3,0,0,1,0
2,0,1,98,2,0,2,0,2,0.5,1,0,0,1,1,3,19,2,0,0,0,0
2338,195,7,134,52,0.9916958777,5,2,3,0.9038461538,3,1,0,1,0,7,121,12,0,0,2,3
1726,44,2,531,80,0.9783831308,8,5,3,0.625,2,2,0,1,103,1,3,2,0,0,4,0
1014,83,3,4,3,0,2,0,2,0.6666666667,0,2,0,1,379,0,0,0,0,0,2,0
80,9,0,2,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
453,38,0,2,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
38438,204,7,175,64,0.9589307217,13,10,3,0.78125,7,1,0,1,0,12,128,17,0,0,2,3
3044,110,41,1556,179,0.8858555537,49,45,4,0.3631284916,21,35,2,1,1,111,727,49,0,0,18,24
36553,425,153,19590,403,0.9391402899,47,43,4,0.4962779156,23,42,1,1,1,100,820,47,0,270,2,58
5499,363,21,134,36,0.9250130168,11,7,4,0.5277777778,5,2,0,1,0,15,105,19,0,0,3,8
5151,183,21,488,43,0.9276450404,6,2,4,0.4651162791,1,1,0,1,20.5,10,90,11,0,0,2,7
8,1,0,2,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0
19049,504,132,4814,411,0.9517743542,46,43,3,0.4866180049,28,43,0,1,1,90,791,45,0,464,4,62
2137,140,5,40,19,0.9830345099,2,0,2,0.9473684211,0,0,0,1,0,3,38,7,0,0,0,1
74,5,1,2,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
222,13,0,4,2,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,2,0
1514,112,30,385,67,0.9663341115,14,10,4,0.5820895522,5,9,0,1,1,22,175,25,0,0,4,4
114,13,0,38,3,0,2,0,2,0.6666666667,1,1,0,1,12,3,7,4,0,0,2,0
3128,387,21,138,58,0.9935553854,4,3,1,0.9655172414,2,0,0,1,0,3,112,7,0,0,2,2
293,33,0,2,1,0,2,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0
4936,101,38,1658,165,0.9352986421,24,19,5,0.5393939394,14,13,0,1,1,28,356,28,0,176,4,14
367,12,1,4,1,0,3,0,3,0,1,0,0,0.5,11.5,0,0,0,0,0,0,0
52990,991,144,21730,484,0.9618897419,57,53,4,0.5392561983,37,32,0,1,1,128,1367,57,0,406,4,64
141,20,1,2,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
4316,527,6,103,16,0.9822177815,6,0,6,0.6875,2,0,0,1,1,8,45,13,0,0,2,2
42,7,2,4,2,0,1,0,1,1,1,0,0,1,8,2,8,2,0,0,2,0
42,7,2,4,2,0,1,0,1,1,1,0,0,1,8,2,4,2,0,0,2,0
82,16,2,4,2,0,1,0,1,1,1,0,0,1,8,4,14,4,0,0,2,1
40,4,1,4,2,0,1,0,1,1,1,0,0,1,8,2,8,2,0,0,2,0
130,18,1,10,4,0.9463946304,2,0,2,0.75,0,1,0,1,0,2,12,3,0,0,0,0
1237,121,1,2,1,0,2,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0
230,14,0,10,5,1,1,0,1,1,0,0,0,1,0,1,10,2,0,0,0,0
276,13,0,14,7,1,1,0,1,1,0,0,0,1,0,1,14,2,0,0,0,0
221,15,4,2,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
121,16,0,4,2,1,1,0,1,1,0,0,0,1,0,1,6,3,0,0,0,0
542,28,0,2,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
122,12,3,28,12,0.9873179344,4,0,4,0.8333333333,2,0,0,1,0,3,33,6,0,0,2,0
441,17,1,4,2,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,2,0
262,26,0,8,4,1,2,0,2,0.75,0,2,0,1,0,0,0,0,0,0,2,0
19,3,0,4,2,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,2,0
38,6,0,4,2,0,2,0,2,1,0,0,0,1,0,2,5,4,0,0,2,0
53,5,1,20,9,0.9874687506,4,0,4,0.8888888889,2,0,0,1,0,3,24,6,0,0,2,0
1508,138,3,4,2,1,2,0,2,1,0,0,0,1,0,1,3,3,0,0,0,0
1183,116,11,378,13,0.8810960363,3,0,3,0.3846153846,0,1,0,1,16,4,30,4,0,0,0,1
923,54,5,5,3,0.9182958341,2,0,2,0.6666666667,0,1,0,1,170,2,5,4,0,0,0,0
1417,131,8,35,3,0.9182958341,3,0,3,0.6666666667,0,1,0,1,15.5,2,5,4,0,0,0,0
198,19,3,9,5,0.9709505945,3,0,3,0.8,0,1,0,1,0,2,5,4,0,0,2,0
238,20,1,6,3,0.9182958341,1,0,1,1,0,0,0,1,0,2,5,4,0,0,2,0
1066,413,3,14,3,0,4,0,4,0.3333333333,2,0,0,1,8,2,6,3,0,0,0,1
182,21,2,46,3,0,2,0,2,0.6666666667,1,0,0,1,2,1,2,2,0,0,4,0
864,79,2,4,2,0,3,0,3,0,2,0,0,1,44,1,3,2,0,0,0,0
43,7,0,4,2,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
333,46,1,94,5,0,4,0,4,0.6,3,1,0,1,1,1,2,2,0,0,6,2
230,31,1,12,2,0,3,0,3,0.5,2,1,0,1,15,3,9,5,0,0,0,1
8,0,1,2,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
1290,68,3,67,18,0.8938752841,5,0,5,0.2222222222,2,1,0,1,0,18,122,11,0,0,0,2
13,1,0,4,2,0,1,0,1,1,1,0,0,1,8,2,4,2,0,0,2,0
46,6,0,2,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
3906,178,23,220,79,0.9921534386,5,3,2,0.8987341772,2,5,0,1,4.5,8,76,8,0,0,4,0
124,16,3,4,2,0,1,0,1,1,1,0,0,1,8,2,5,3,0,0,2,0
21,1,0,6,3,0.9182958341,1,0,1,1,1,1,0,0.5,4,3,13,3,0,0,1,0
454,23,0,2,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
144,20,0,4,2,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
158,19,0,6,2,0,2,0,2,0.5,1,0,0,1,79,0,0,0,0,0,0,0
23453,739,77,770,221,0.9912883818,8,7,1,0.9321266968,1,10,0,1,8,16,170,11,0,0,2,0
9,1,0,4,2,0,1,0,1,1,1,0,0,1,8,2,4,2,0,0,2,0
49,10,0,2,2,0,2,0,2,0.5,0,1,0,1,0,2,9,2,0,0,0,0
229,41,4,12,6,1,1,0,1,1,1,0,0,1,8,2,12,2,0,0,2,0
64,9,0,4,2,0,1,0,1,1,1,0,0,1,8,1,2,2,0,0,2,0
77,7,2,4,2,0,1,0,1,1,1,0,0,1,8,1,2,2,0,0,2,0
9,1,0,4,2,0,1,0,1,1,1,0,0,1,8,2,4,2,0,0,2,0
66,7,1,118,2,0,2,0,2,0.5,1,0,0,1,1,0,0,0,0,0,0,0
311,17,0,4,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
48,9,0,2,1,0,1,0,1,1,0,1,0,0,0,3,9,3,0,0,0,0
9,1,0,4,2,0,1,0,1,1,1,0,0,1,8,2,4,2,0,0,2,0
168,3,1,4,2,0,2,0,2,0,1,0,0,2,1585,0,0,0,0,0,2,0
523,37,1,4,2,0,1,0,1,1,1,0,0,1,8,1,2,2,0,0,2,0
260,19,1,4,2,0,1,0,1,1,1,0,0,1,8,1,2,2,0,0,2,0
